Company Name,Address,Phone,Email,Website
ProSource Firearms,"101 N Greenville AveAllen, TX 75002",469-797-3817,sales@prosourcefirearms.com,https://prosourcefirearms.hibid.com
"Prospect Auctions, LLC","3114 Drifting DriveHellertown, PA 18055",484-892-9810,prospectauctionsllc@gmail.com,https://ProspectAuctions.hibid.com
Prosperity Auction Company LLC,"242 W Columbia AveBatesburg, SC 29006",843-615-1136,Prosperityauctioncompanyllc@gmail.com,https://
Provenance Art and Antiques,"100 Carnoustie PointKnoxville, TN 37934",865-789-0278,Fjlamuth@gmail.com,https://ProvenanceArtandAntiques.hibid.com
Proverbs Auction,"1210A Birchmount RdScarborough, ON M1R 3B6",6472609785,info@proverbsauction.ca,https://proverbsauction.hibid.com
Public Auction Bakersfield,"2501 Union Ave Suite DBakersfield, CA 93305",661-447-4777,support@publicauctionbakersfield.com,https://publicauctionbakersfield.com
Public Auction Market,"21790 21 Mile Rd.Macomb, MI 48044",586-707-1992,publicauctionmarket29@gmail.com,https://publicauctionmarket.hibid.com
Public Auction R Us,"40361 brickyard driveMadera, CA 93636",559-439-9777,sales@publicauctionrus.com,https://www.PUBLICAUCTIONRUS.COM
Public Auction Reno,"1250 E. 6th StreetReno, NV 89512",775-470-8723,Support@PublicAuctionReno.com,https://PublicAuctionReno.com
Public Auctions of Texas,"403 Kraft Street Unit 2San Antonio, TX 78220",726-202-2361,support@publicauctionstexas.com,https://paotexas.com
"Putman Auctioneers, Inc.","958 Stewart RoadYuba City, CA 95991",530-566-5083 / 530-701-8596,putman.kevin@yahoo.com,https://auction-is-action.com
Putney Auction Service,"2612 W 2nd AveIndianola, IA 50125",515-961-4124,markputney@hotmail.com,https://www.putneyauction.com
Quabbin Valley Auction,"PO Box 8 | 620 East Main StOrange, MA 01364",978-673-8088,qvauction@aol.com,https://www.quabbinvalleyauction.com
"Quaker City Auctioneers, Inc.","409 Easton Rd. Suite 101Willow Grove, PA 19090",215-327-7085,eric@quakercityauction.com,https://QuakerCityAuctioneers.hibid.com
Quality Salvage Industries,"7898 Turnpike RdArchdale, NC 27263",336-472-1989,dpayne@qsalvage.com,https://www.qsalvage.com
Quick Sold Auction,"P.O. Box 1154, 644 Main StreetMelville, SK S0A2P0",306-728-5552,yvonne@quicksoldauction.com,https://www.quicksoldauction.com
Quinn's Auction Galleries,"360 S Washington StFalls Church, VA 22046",703-532-5632,david.quinn@quinnsauction.com,https://www.quinnsauction.com
R & A Auctions Inc.,"32 Sidare Crt.Grimsby, ON L3M 4E8",905-481-2177,raauctions@bell.net,https://raauctions.hibid.com
R & J Horse Sales,"16498 US-10Verndale, MN 56481",218-639-9802,ryan@sundbystrailers.com,https://www.rsauctions.net
R & R Auction House,"24621 Elm StreetDow, IL 62022",618-972-0077,Randrauctionhouse@frontier.com,https://RandRAuctionHouse.hibid.com
R & R Brand,"250 North Walnut StreetPinebuff, NC 28373",910-751-9534,rrbrandestatesales@gmail.com,https://RRBrand.hibid.com
R House,"1010 Central Pkwy WMississauga, ON L5C 0A6",647-291-4856,R.House.Bid@Gmail.com,https://RHouse.hibid.com
R&H Unlimited,"4500 Decker DrBaytown, TX 77520",713-328-9454,rhunlimited2024@gmail.com,https://RandHUnlimited.hibid.com
R&R Auction Inc.,"7565 w Peoria AvePeoria, AZ 85345",6239397355,lreid@randrauction.com,https://7565 w Peoria Ave
R&R Auctions Plus Andress Auctions,"w3065 wis 37Eau Claire, WI 54703",715-450-0277,ryansrelicsauctions@gmail.com,https://rrauctionsales.Hibid.com
"R-B Auctioneer, LLC","2885 Dry Valley RoadThorn Hill, TN 37881",9372148221,rb_auctioneer1@yahoo.com,https://
R. Berger Auctions,"730 Brair ManorBerwick, PA 18603",6105731874,"rbergerauctions@gmail,com",https://
"R. Howard Collectibles, LLC","134 E Main St.Leipsic, OH 45856",419-943-0028,howardsdirect2@gmail.com,https://
R.G. Mason Auctions,"10795 Route 19Fillmore, NY 14735",585-567-8844,rgmasonauctions@gmail.com,https://www.rgmasonauctions.com
R2 Auctioneering,"PO Box 862Jasper, IN 47547",812 827-6126,russ@r2auctioneering.com,https://R2Auctioneering.hibid.com
Rabbit Run Online Auctions,"750 Josephine Street NWingham, ON N0G 2W0",226-622-1779,Schriever_Harald@yahoo.ca,https://
Radford Auctions,"1760 Stella RoadPatrick Springs, VA 24133",276-340-4007,btradford61@gmail.com,https://www.radfordauctions.com
RAES AUCTION AND ESTATES,"7253 Oak Ridge HighwayKnoxville, TN 37931",1-865-850-5014,raesauctions@gmail.com,https://Raesauctions.com
Railroad Auction House,"3523 Pope AveSteele, AL 35987",256-490-1173,whisenant18@gmail.com,https://railroadauctionhouse.hibid.com
Railroad Galaxy,"1505 High Meadow LaneMechanicsburg, PA 17055",717-697-8029,rgestore@gmail.com,https://rgestore.wixsite.com/rgsite
Rainbow Estate Auctions,"5008 Kokopelli Dr NERio Rancho, NM 87144",505-312-7247,rainbowestateauctions@gmail.com,https://RainbowEstate.hibid.com
Rainbow Liquidators & Auctions,"PO Box 2247Stony Plain, AB T7Z 1X7",780-968-1000,rainbowauctions1@gmail.com,https://www.rainbowauctions.ca
Rainbow Traders,"4737 Hopkins LnBrighton, IL 62012",618-372-0248,rainbowtradersauction@gmail.com,https://
Raines Auctions,"PO Box 142Sealston, VA 22547",540-295-5277,Raines2@aol.com,https://www.facebook.com/rainesauctions
Raines Rare Coins,"203 N Madison StRaymore, MO 64083",816-974-2452,rainesrm3@gmail.com,https://rainesrarecoins.hibid.com/
Ralph Smith Auction Realty LLC,"3209 Kratzville RoadEvansville, IN 47710",812-422-6586,dustinnevil@yahoo.com,https://ralphsmithauction.com
Ramcat Liquidation,"5508 RENA RDHAMPTONVILLE, NC 270208246",336-244-4680,ramcatarms@gmail.com,https://ramcatarms.hibid.com
Ramsey Auctions LLC,"PO Box 95Marshall, NC 28753",828-713-4671,ramseyandassociatesllc@gmail.com,https://www.ramseyandassociatesllc.com
RANDOMSTUF,"1230 96th Ave SELake Stevens, WA 98258",425-348-1079,TEDZZ05@YAHOO.COM,https://randomstuf.hibid.com
Randy Williams Auctioneer,"39 Dewey StBangor, PA 18013",484-274-4140,Randyw452@gmail.com,https://RandyWilliamsAuctioneer.hibid.com
Ranjanada Auctions,"125 Secord StreetDunnville, ON N1A 1Z2",9059216635,ranjanadaauctions@gmail.com,https://
Rapid Estate Liquidators and Auction Gallery,"2305 Silver Star RoadOrlando, FL 32804",407-295-6334,mdees@rapidorlando.com,https://RapidEstateLiquidatorsandAuctionGallery.hibid.com
Rapid Fire Auction Services,"10430 U S 421 NorthMilton, KY 40045",812-660-0463,kendalrmiller@yahoo.com,https://rapidfireauctionservice.com/
Rapoza Auctions,"154 Purchase St.Rehoboth, MA 02769",508-558-5129,rapozaauctions@gmail.com,https://rapozaauctions.hibid.com
Rare Treasures Co.,"7 Rutherford RoadHarrisburg, PA 17109",717-856-1758,mazerati696@gmail.com,https://RareTreasures.hibid.com
Rare Vintage Deals,"358 Sanita Village RdBean Station, TN 37708",714-457-7430,rarevintagedeals2020@gmail.com,https://rarevintagedeals.hibid.com
Raucher Brothers Auctioneers,"143 Woods RoadFlorence, MA 01062",413-537-3177,raucherbrothersauctioneers@gmail.com,https://www.raucherbrothersauctioneers.com/
Rawdin Auction Service,"389 County Road 3450 NFoosland, IL 61845",217-714-3918,johnr@taylor-realty.com,https://rawdinauctionservice.com
Ray's Auction House,"9221 Elk Run Rd.Catlett, VA 20119",540-300-2750,raysauctionhouse@gmail.com,https://raysauctionhouse.com
Raybon Ventures Inc,"PO Box 954Webster, FL 33597",813-477-1449,dwaylon97@gmail.com,https://raybonauctions.com
RB Books and Publishing,"17519 Bond AveOverland Park, KS 66221",913-782-6664,info@goldriverauctions.com,https://goldriverauctions.com
RBfinearts CFL Inc,"339 e burleigh blvdTavares, FL 32778",3525085738,info@rbfinearts.net,https://www.rbfinearts.net
Reading Auction Services,"9331 Puddin Ridge RdOzark, AR 72949",4799704567,truecountryradio@yahoo.com,https://www.readingauctionservice.com/
Ready Set Recycle,"254 Bartley DriveNorth York, ON M4A 1G1",4168360710,info@readysetrecycle.com,https://
Reagan Watson Auctions LLC,"115 N. Washington StreetMilford, DE 19963",302-422-2392,glenn@reagan-watsonauctions.com,https://www.reaganwatsonauctions.com
Real Deal,"22 Villa LnPalmyra, PA 17078",717-306-8317,Bradherr101@gmail.com,https://RealDeal.hibid.com
Real Estate Bid Sales,"2201 Becker DrBrenham, TX 77833",979-830-7708,rchambers@rebidsales.com,https://www.rebidsales.com
Reata Pass Auctions,"P.O. Box 789Humboldt, AZ 86329",928-632-8000,info@reatapassauctions.com,https://www.reatapassauctions.com/
Reclaimed Relics,"7219 East 17th St.Kansas City, MO 64126",816-216-7978,crisvan1968@yahoo.com,https://ReclaimedRelics.hibid.com
Recycle NEO Auctions,"484 Geiger StreetBerea, OH 44017",440-941-0750,sales@recycleneo.com,https://www.recycleneo.com
Red Apron Estate Sales,"Address given at time of saleWildwood, MO 63028",3143992035,ford06360@gmail.com,https://
Red Barn Auctions,"8840 N 300 RoadOkmulgee, OK 74447",918-758-9999,gnorris47@yahoo.com,https://aspentrailsllc.hibid.com
Red Cedar Land Co.,"2 NE 10th Ave.St. John, KS 67576",(620) 377-5022,ryan@redcedarland.com,https://RedCedarLandCo.hibid.com
Red Door Auctions,"300 US Highway 80Bloomingdale, GA 31302",912-272-0009,reddoorauctions1@gmail.com,https://www.reddoorauction.com
Red Dot Auctioneers,"503 County RoadMount Pleasant, TX 75455",903-767-1133,brett@reddotauctioneers.com,https://www.reddotauctioneers.com
Red K Auction Services,"1100 Washburn RdMadison, NC 27025",336-564-7650,redkauctionservices@gmail.com,https://
Red River Auctions,"924-F Providence Blvd.Clarksville, TN 37042",931-217-0664,redriverauctioneer@gmail.com,https://www.redriverauctions.com
Red Rock Auctions,"1574 Highway 14Knoxville, IA 50138",563-880-9778,redrockauctions1@gmail.com,https://www.redrockauctions.com
Red Suit Realty and Auction,"PO Box 35Scotts, NC 28699",704-775-9319,john@redsuitrealty.com,https://redsuitrealty.com
Red Tag Liquidators,"181 Ridgeview DrSherman, TX 75090",903-718-0589,buysellbuild@yahoo.com,https://www.redtagliquidators.com
Rediger Auction Service,"401 W Main StWyanet, IL 61379",815-699-7999,redigerauction@yahoo.com,https://redigerauctionservice.com
Reding's Auction Service,"2301 Sunset DriveEl Reno, OK 73036",405-262-2412,ambroseauctioneersco@gmail.com,https://RedingsAuctionService.hibid.com
"Redland Realty and Auction, LLC","18850 SW 194 AveMiami, FL 33187",305-387-7777,alex@auctionrec.com,https://www.auctionrec.com
Redstone Auctions,"200 Davis Circle Suite 200Huntsville, AL 35801",256-696-SOLD,craig@ownland.com,https://redstoneauctions.hibid.com
RedTide Auctions,"125 williams drSpringfield, NE 68059",402-892-2418,redtideauctions@gmail.com,https://
Reed Auction and Realty,"10233 Hwy 662Newburgh, IN 47630",419-681-4808,reedauctionservices@gmail.com,https://reedauctionbarn.com/
Reed's General Merchandise,"2S 101 Harter RdKaneville, IL 60144",6308772753,reedsgm@yahoo.com,https://www.reedsgm.com
Reeds Auction Company,"342 Morrison AveGreensbug, PA 15601",724-691-9446,misterauctions@yahoo.com,https://reedsauctionco.com
Regal Auction Services,"88 Village StreetConcord, NH 03303",603-557-9554,regalauctionservices@outlook.com,https://regalauctionservicesnh.hibid.com
Regal Auctions Inc.,"246 E. Park Ave.Columbiana, OH 44408",330-482-2500,regalauctionsinc@gmail.com,https://regalauctionsinc.wixsite.com/mysite
Reid's Auction Canada Inc,"4646 Builders Road SECalgary, AB T2G4C6",403-287-1900,joehajas@telus.net,https://www.reidsauctioncanada.com
Reindel Auction LLC,"833 N MAIN STDelphos, OH 45833",419-235-3607,REINDELAUCTION@YAHOO.COM,https://ReindelAuction.hibid.com
Reinhart Auctions,"217890 Conc. 3 DerbyOwen Sound, ON N4K 5N5",905-846-1071,reinhart_auctions@reinhartauctions.com,https://www.reinhartauctions.com
Remaley Auctioneers,"5112 Harris RdButler, OH 44822",419-571-5395,shadremaley@aol.com,https://www.remaleyauctioneers.com/
Remember When Inc,"10 Main StreetClayton, NM 88415",575-447-0225,2022Rememberwhen@gmail.com,https://RememberWhen.hibid.com
Reno Sparks Auction Co.,"155 Glendale Ave Suite 103Sparks, NV 89431",775-409-3745,rsauctionco@gmail.com,https://www.renocarauction.net
"Rentzel's Auction Service, Inc.","4120 N Sherman St ExtMount Wolf, PA 17347",717-577-1886,conleyauction@yahoo.com,https://www.rentzelsauctionservice.com
Retro Betties Estate Sales,"PO Box 1273Colleyville, TX 76034",469-471-4187,retrobetties@yahoo.com,https://www.retrobettiesestatesales.com
Retro Roadshow,"Ravenna, OhioRavenna, OH 44266",833-210-9901,retroroadshowauctions@gmail.com,https://RetroRoadshow.hibid.com
Revere Auctions,"755 Prior Ave NSaint Paul, MN 55104",(612) 440-6985,info@revereauctions.com,https://revereauctions.com
Reynolds Auction Co Inc,"3569 Palmyra-Newark RoadPalmyra, NY 14522",315-597-8815,office@reynoldsauction.com,https://www.reynoldsauction.com
Reynolds Auctions Ltd,"PO Box 28153St John's, NL A1B4J8",709-763-4844,brian.reynolds@bellaliant.net,https://
RG Mongler Real Estate and Auctions,"217 W ReedMoberly, MO 65270",660-998-4688,fischerauctions@gmail.com,https://RGMongler.hibid.com
RH Auctions,"47 Chaumont DriveStoney Creek, ON L8J0J8",4372159501,rhauction00@gmail.com,https://RHAuctions.hibid.com
Rhondas Auction and Event Center,"6980 State Route 5 and 20 Ste 3Bloomfield, NY 14469",585-257-6080,rhondasauctions@gmail.com,https://
Rhynalds Auction,"2350 N BrownMinden, NE 68959",308-832-7407,rusty@rhynaldsauction.com,https://www.rhynaldsauction.com/
Rhythm Auctions Ltd.,"13430 Julia Frontage RoadCharlie Lake, BC V1J 8K7",250-261-4198,rhythmauctions@gmail.com,https://rhythmauctions.com
Rice Auction Company,"1205 Co Hwy J23Clearfield, IA 50840",641-202-3315,mel@riceauctionco.com,https://www.riceauctioncompany.com/
"Richard A. Olson & Associates, Inc","531 W Bedford RoadMorris, IL 60450",815-942-4266,olsonauction@live.com,https://www.richardaolson.com
"Richard Moffat, Inc.","708 E. McCarty St.Jefferson City, MO 65101",573-690-2823,mgmoffat@gmail.com,https://www.moffatauction.com
Richmond Auction Center,"801 NW 2nd StreetRichmond, IN 47374",765-373-8462,Ronnie@RonnieCoffey.com,https://www.RichmondAuctionCenter.com
Rick Williams Auction Co LLC,"7783 SR 138Hillsboro, OH 45133",937-402-7779,lmwilliams25@ymail.com,https://www.rickwilliamsauctionco.com
Rick's Auction Galleries,"6, 3360 - 27 Street NECalgary, AB T1Y 5E2",4032622900,rick@ricksauctions.com,https://www.ricksauctions.com
Ricky Wayne Auction and Sales,"902 Devils River DrGranbury, TX 76048",817-736-9386,rickywayneauction@gmail.com,https://
Ridge Crest Liquidators & Auctioneers,"80839 Main Street PO Box 41010Memphis, MI 48041",810-650-8508,rcauctioninfo@gmail.com,https://www.ridgecrestliquidators.com
Ridge Estate Services,"PO Box 628Ridge Spring, SC 29129",803-351-8452,lisa@ridgeestateservices.com,https://ridgeestateservices.com
Right Bid Auctions Inc.,"42 Martin Ross Ave.North York, ON M3J 2K8",647 858 3811,rightbidauctions@gmail.com,https://rightbidauctions.hibid.com/
Rightside Auctions,"434 Lynden RoadBrantford, ON N3T5M1",15192827742,Rightsideauctions@gmail.com,https://www.rightsideauctions.com
Rightside Auctions EDM,"17219 108 avenue NWEdmonton, AB T5S 1G2",7805043975,edmonton@rightsideauctions.com,https://www.rightsideauctions.com/edmonton
Rightside Auctions Guelph,"6000 Hwy 6 North RR 2 Unit 2Elora, ON N0B 1S0",226-501-1296,guelph@rightsideauctions.com,https://RightsideAuctionsGuelph.hibid.com
Rightside Auctions Peterborough,"721 Rye Street Unit 7Peterborough, ON K9J 6X1",705-930-0671,peterborough@rightsideauctions.com,https://RightsideAuctionsPeterborough.hibid.com
Rine Auctioneers,"2345 North 90th - Omaha, NE. 68134Omaha, NE 68134",402-598-0710,trine6679@gmail.com,https://trine6679@hotmail.com
Rinky Dink Auctions LLC,"2331 N Hunt StTerre Haute, IN 47805",8122417996,rdauctions23@gmail.com,https://
Ritzy Red Auctions and Estate Sales,"5720 DO NHaltom City, TX 76117",8176375896,ritzyredauctionsandes@gmail.com,https://RitzyRedAuctions.hibid.com
River City Auction,"5400 S Watt AvenueSacramento, CA 95826",916-383-2121,rivercityfurnitureauction@gmail.com,https://www.rivercityfurnitureauction.com
River Paws,"11460 Courthouse RdLancaster, VA 22503",804-480-0148,RiverPawsFarm@gmail.com,https://RIVERPAWS.hibid.com
Riverland Auctions,"365 W 3rd StWinona, MN 55987",507-450-3556,riverlandauctions@gmail.com,https://www.riverlandauctions.com/
Riverpointe Auction Service LLC,"11913 Riverview BlvdOsceola, IN 46561",574-876-9641,river-p-auctions@comcast.net,https://RiverpointeAuctionServiceLLC.hibid.com
"Rivers West Auction, LLC","35333 Detwiler RoadArlee, MT 59821",406-239-3529,info@riverswestauction.com,https://www.riverswestauction.com
Riverside Auction & Sales LLC,"662 Highway 75Tekamah, NE 68061",308-760-6991,brandon.riversideauction@gmail.com,https://RIVERSIDEAUCTION.hibid.com
Riverside Estate Services LLC,"216 North 4th AvenuePaden City, WV 26159",304-771-6939,Riversideestateservices@gmail.com,https://RiversideEstateServices.hibid.com
Rivertown Antiques and Estate Services,"1321 Upland Drive ,Suite 1253Houston, TX 77043",844-273-9740,contact@rivertownantiquesauctions.com,https://www.rivertownantiquesauctions.com
Rivich Auction,"912 N California AveChicago, IL 60622",773-683-4219,rivichauction@rivichauction.com,https://rivichauction.hibid.com
RJ's Auction Service,"3395 SW Mayo AvenueTopeka, KS 66611",785-224-4492,rjsauction@sbcglobal.net,https://rjsauctionservice.com
"RM McGINNIS, LLC","219 South Main StreetHarrodsburg, KY 40330",859-734-7770,rmmcginnis@hotmail.com,https://www.rmmcginnis.com
RM Sales Auction & Pawn,"8870 Woodville HwyTallahassee, FL 32305",850-321-1618,rayauction@yahoo.com,https://www.rayauction.com
"Road Dog Investments, LLC dba 1 More Thing Shop","1303 E 61st Street N, Suite DKechi, KS 67067",316-669-7467,beckyjo585@me.com,https://1MoreThingShop.hibid.com
Roadrunner Auctions,"2845 Girard Blvd NEAlbuquerque, NM 87107",5057171839,Roadrunnerauctionsnm@gmail.com,https://Roadrunnerauctions.com
Robbie's Auction Service,"705 Keller Avenue SouthAmery, WI 54001",7153387848,kobsx4@msn.com,https://www.RobbieSoldit.com
Robert J. Colantoni,"108 North Vireo DriveMcKees Rocks, PA 15136",412-523-3478,bobbycux@gmail.com,https://RobertJColantoni.hibid.com
Robert King Auctions,"8894 AR Hwy 31 NLonoke, AR 72086",501-351-1867,tking314@yahoo.com,https://robertkingauctions.hibid.com/
"Robert Slawinski Auctioneers, Inc.","1500 Green Hills Rd #100Scotts Valley, CA 95066",831-335-9000,robertslawinskiauctioneers@gmail.com,https://www.slawinski.com
"Robert Wilson, Auctioneer","76 N. 1st StreetNewark, OH 43055",740-334-7024,wilsonr@gmail.com,https://ppacnewark.hibid.com
Robertson Auction Company,"2341 E KearneySpringfield, MO 65803",417-827-4933,robertsonauctioncompany@aol.com,https://RobertsonAuctionCompany.hibid.com
Robeson & Associates,"4092 Hwy 145 NChesterfield, SC 29709",843-623-6187,bkcrobeson@shtc.net,https://bobrobesonauction.com
Robinhood Auctions,"4345 Corporate Center Drive Suite 201North Las Vegas, NV 89030",702-899-4205,info@robinhoodauctions.com,https://robinhoodauctions.com
Robinson Auction Co PLLC,"4206 Harvest DriveWhite Hall, AR 71602",870.489.3633,info@robinsonauctionco.com,https://www.robinsonauctionco.com
Robyn's Attic LLC,"206 E Main StWarrenton, MO 63383",314-397-4572,robynn0821@gmail.com,https://
Roche's Auctioneering Services LTD,"PO BOX 13280 98 KENMOUNT ROADSt Johns, NL A1B3T3",709-689-6915,rochesauction@outlook.com,https://rochesauction.hibid.com/
Rock Auction Gallery,"230 N 10th StreetDeKalb, IL 60115",815-299-7625,rockauctiongallery@gmail.com,https://RockAuctionGalleries.hibid.com
Rock Creek Auction Co.,"340 2nd Ave ETwin Falls, ID 83301",208-944-0512,rockcreekauctionco@gmail.com,https://www.rockcreekauctionco.com/
Rock Solid Auctioneering,"390 East 4th StWilliamstown, WV 26187",304-966-3091,rocksolidauctioneeringllc@gmail.com,https://RockSolidAuctioneering.hibid.com
Rockey Auctions,"3357 Old Route 15New Columbia, PA 17856",570-360-2772,shelby@rockeyauctions.com,https://www.rockeyauctions.com
Rocky Mountain Estate and Coin Sales,"2144 Sage AveCasper, WY 82604",307-259-6173,rockymountainestateandcoin1@gmail.com,https://RockyMountainestateandcoin.hibid.com
Rod Fivecoat Auctions,"3523 HWY 95Homedale, ID 83628",208-600-4533,rod@rodfivecoatauctions.com,https://www.rodfivecoatauctions.com/
Rohrer Bros Auctions,"13144 N CR 600EMattoon, IL 61938",217-218-1695,rohrerbrosauctions@gmail.com,https://rohrerbros.hibid.com
Rojo's Treasures LLC,"6102 Hammocks Dr.Canandaigua, NY 14424",5857463108,rojostreasures@gmail.com,https://rojostreasures.com
"Roland Treasure Liquidation, LLC","626 S Samson STRoland, IA 50236",563-920-7373,Roland.Fay@RolandTreasureLiquidation.com,https://
Rolph's Auction Depot,"ONSITE ONLYJacksonville, FL 32218",904-993-8679,Drolph4455@aol.com,https://auctiondepot.wix.com/auction--depot
Ron and Ray Tosch Auction Service,"15536 Imlay City RdCapac, MI 48014",810-395-4985,craig@toschauction.com,https://toschauction.com
Ron Gregory Realty and Auction Inc.,"500 Kasper WayGoodlettesville, TN 37072",615-851-9115,gregory5507@gmail.com,https://rongregoryrealtyandauctioninc.com/
Ronson Auctions,"10446 Ridge RdMedina, NY 14103",716-510-6008,ronsonauctions99@gmail.com,https://ronsonauctions.hibid.com
Rosenbusch Auctioneer Service,"P.O. Box 246Florence, TX 76527",254-793-2413,rosenbuschrea@gmail.com,https://rosenbuschrea.com
Rosenfelt Auctions,"15714 E. Rock Creek Rd.Norman, OK 73026",405-659-9856,rosenfeltauctions@gmail.com,https://www.rosenfeltauctions.com
Rothrock Auction LLC,"6088 E. Wayne LaneParkersburg, IL 62452",618-838-8263,rothrockauction@gmail.com,https://rothrockauction.com
Round the House,"4941 S Peoria AveTulsa, OK 74105",(918) 743-7001,roundthehousetulsa@yahoo.com,https://
Roundtable Auctions,"1180 Bells Ferry RoadMarietta, GA 30066",678-737-2787,sales@roundtableauctions.com,https://RoundtableAuctions.hibid.com
Roundtable Injection,"1527 W Northwest Hwy Ste 500Grapevine, TX 76051",682-438-0668,roundtableinjection@gmail.com,https://roundtableinjection.hibid.com
RoundtheClock Auctions,"2330 Pinehurst Drive, Ste 140Middleton, WI 53562",608-622-6989,RoundtheClock.Net@gmail.com,https://www.RoundtheClock.net
Route 51 Antiques and Collectibles,"2611 Hayden Blvd Ste 1Elizabeth, PA 15037",724-554-5227,admin@route51antiquesandcollectibles.com,https://route51antiquesandcollectibles.hibid.com
Route 66 Auction Service,"14590 Highway 96Miller, MO 65707",417-316-1138,lparnell.jp@gmail.com,https://route66auction.com
Rowley's Auction Service,"124 S. Lake Pleasant Rd.Attica, MI 48412",810-724-4035,Office@rowleyauctions.com,https://www.rowleyauctions.com
Royal Estate Auctions,"294 Wildcat RdToronto, ON M3J 2N5",1-855-427-8243,royalestateauctions@gmail.com,https://www.royalestateauctions.com/
Royal Minerals & Gems,"Shop No C2 2nd floor Hamza Market Namak MandiPeshawar, -- 25000",00923049034870,khanminerals9999@gmail.com,https://RoyalMineralsandGems.hibid.com
Roycroft Auctions,"Hawkes RdNth Warrandyte, -- 3113",0433247438,roycroftantiques@bigpond.com,https://RoycroftAuctions.hibid.com
RSM Auctions LLC,"820 Main StreetWest Columbia, SC 29179",(803)422-4736,rsmauctionsllc@gmail.com,https://rsmauctionsllc.com
RSO Auction and Estate Liquidation,"735 Barber RoadCommerce, GA 30529",770-365-2109,rsoauction@gmail.com,https://www.rsoauction.com/
Rt 66 Auctions,"9501 Susan Avenue SoutheastAlbuquerque, NM 87123",5053793432,gary@onecommunityauto.com,https://www.rt66auctions.com
Ruckert Realty & Auction,"2049 Fort Riley LaneManhattan, KS 66502",785-565-8293,jctt.97@gmail.com,https://ruckertauctions.com
Rudisill Auction Company,"408 S Main AveMaiden, NC 28650",828-308-8626,rudisillnolan@gmail.com,https://408 S Main Ave
Rudy Auction Co.,"5561 N. Freeport Rd.Forreston, IL 61030",815-297-4846,troyrudy.4846@gmail.com,https://RudyAuctionCo.hibid.com
Ruhter Auction & Realty Inc.,"2837 West Highway 6Hastings, NE 68901",402-463-8565,ryan@ruhterauction.com,https://www.ruhterauction.com
Ruito Trading Inc.,"3495 Laird Rd #10Mississauga, ON L5L 5S5",905-920-5957,wangky99@outlook.com,https://ruitotradinginc.hibid.com
Rullo Auction Services,"4467 Lincoln HwyStoystown, PA 15563",814-241-1711,RulloAuction@yahoo.com,https://www.facebook.com/rulloauctionservices
Rusland's Auctions,"1012 County Road 19Selwyn, ON K9J6X2",705-745-4115,info@ruslands.com,https://www.ruslands.com
Russell's Auction Firm,"PO Box 383
606 7th StreetAltavista, VA 24517",434-907-3396,russellsauctionfirm@aol.com,https://russellsauctionfirm.com
Russum's Furniture LLC,"201 North Church StreetSudlersville, MD 21668",410-928-3415,jrsantiques1@gmail.com,https://
Rustic Ridge Online Auction Company,"N9057 380th StreetBoyceville, WI 54725",715-714-4085,Bjohn31768@yahoo.com,https://RusticRidgeOnline.hibid.com
Rustic Road Sales Auction,"494 County Road AHudson, WI 54016",715-808-8037,Rusticroadsales@gmail.com,https://RusticRoadSales.hibid.com
Rusty by Design,"10342 W. Highway 80Forney, TX 75126",214-247-7304,info@rustybydesignauction.com,https://www.rustybydesignauction.com
"Rusty Relics Auction Services, LLC and Thrift","1301 S. Queen StreetKinston, NC 28504",252-526-8623,RustyRelicsAuction@gmail.com,https://RustyRelics.hibid.com
S&S Auction,"217 E Main stGentry, AR 72734",479-899-5162,stewartauctions@yahoo.com,https://
S&S Auction,"7214 Rider RoadWaynesburg, OH 44688",330-260-3112,bob208@frontier.com,https://
S&S Fox Auctions,"222 S 2nd AveAshton, SD 57424-2155",760-540-0622,theflippinfoxes@gmail.com,https://SandSFoxAuctions.hibid.com
S-N-S Auction Service,"110 E Cedar StCherokee, IA 51012",712-229-1161,swain338@gmail.com,https://snsauctionservices.com
S.A.L. AUCTIONS,"26 KING ST. SOUTH 
PO BOX 70OAKLAND, ON N0E1L0",519 446 2768,don.repp@outlook.com,https://www.salbid.com
S.D. Karns Auction Service LLC,"P.O. Box 342Claysburg, PA 16625",814-207-5070,sdk5057@yahoo.com,https://SDKarnsAuctionService.hibid.com
S.J.A.,"1434 Lee BlvdLehigh Acres, FL 33936",3303283275,aridsaint@gmail.com,https://
S.N.R Auctions,"PO Box 624Horseheads, NY 14845",607-259-8770,FRFlashbacks@gmail.com,https://SNRAuctions.hibid.com
Sacari,"10851 May Apple CtLand O' Lakes, FL 34638",352-613-3339,msilvero212@gmail.com,https://sacaridesigns.hibid.com
Saco River Auction,"25 Plaza DrScarborough, ME 04074",207-602-1504,sacoriverauction@gmail.com,https://www.sacoriverauction.com
Sailors Return,"PO Box 221Harwood, MD 20776",240-726-6400,sailorsreturnantiques@gmail.com,https://sailorsreturnantiques.com
Saint One Comics,"3086 South Dahlia StDenver, CO 80222",303-304-3041,s1enterprises@outlook.com,https://SaintOneComics.hibid.com
Sak Auctions,"849 S 2nd stpekin, IL 61544",3092010370,sakauctions@yahoo.com,https://
Sales By Bales,"1002 N Central Expwy Ste. 269ARichardson, TX 75080",972-946-0411,kwbales57@gmail.com,https://salesbybales.hibid.com
